USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
nobody        1124     1   10810748    956 0                   0 S traced_probes
nobody        1127     1   10960756    932 0                   0 S traced
root          1135     1   10930152    700 0                   0 S wfc-pkt-router
cameraserver  1147     1   11590968   1292 0                   0 S cameraserver
incidentd     1152     1   10925388   2176 0                   0 S incidentd
root          1155     1   11003564   3112 0                   0 S installd
mediaex       1157     1   11641508   4612 0                   0 S media.extractor
media         1159     1   10987500   5688 0                   0 S media.metrics
media         1160     1   11622620  11700 0                   0 S mediaserver
root          1161     1   11017540   2504 0                   0 S storaged
wifi          1163     1   10879400   3188 0                   0 S wificond
system        1165     1   10960200   2280 0                   0 S bipchmgr
radio         1167     1   10805940   1816 0                   0 S cbd
system        1169     1   11003308   2584 0                   0 S dmd
gps           1170     1   11268152   1692 0                   0 S gnssd
system        1171     1   11089464   2220 0                   0 S android.hardware.gnss-service
system        1172     1   10839400   1616 0                   0 S liboemservice_proxy_default
radio         1173     1   10879992   2288 0                   0 S rfsd
radio         1174     1   11895472   2980 0                   0 S rild_exynos
system        1175     1   10936424   1976 0                   0 S trusty_metricsd
mediacodec    1178     1   11808552   7096 0                   0 S media.swcodec
system        1185     1   10834484   2432 0                   0 S gatekeeperd
root          1197     1   10876436   2392 0                   0 S update_engine
system        1200     1   10979380   1856 0                   0 S android.hardware.edgetpu.logging@service-edgetpu-logging
system        1201     1   10855384   1948 0                   0 S android.hardware.gxp.logging@service-gxp-logging
root          1210     1   10792636   1548 0                   0 S aocd
root          1214     1   10959616   2164 0                   0 S aocxd
system        1220     1   11380916   3068 0                   0 S android.hardware.biometrics.face-service.pixel
root          1328     2          0      0 0                   0 S [irq/515-synaptics_tcm]
root          1331     2          0      0 0                   0 S [irq/516-cs40l26 IRQ1 Controller]
system        1358     1   10826180   3760 0                   0 S android.hardware.vibrator-service.cs40l26
system        1366     1   10931244   1448 0                   0 S battery_mitigation
root          1384     2          0      0 0                   0 I [kworker/7:1-events]
system        1407   837   24680576 670240 0                   0 S system_server
u0_a183       1505   837   19332052 157760 0                   0 S com.google.android.googlequicksearchbox:search
root          1575     2          0      0 0                   0 S [com.google.usf]
root          1578     2          0      0 0                   0 S [com.google.usf.non_wake_up]
root          1580     2          0      0 0                   0 S [com.google.chre]
root          1581     2          0      0 0                   0 S [com.google.chre.non_wake_up]
root          1715     2          0      0 0                   0 S [irq/514-dhdpcie_host_wake]
u0_a329       1798   837   22926812 271744 0                   0 S org.mozilla.firefox
u0_a329       1831   837   17429440  63408 0                   0 S org.mozilla.firefox:crashhelper
root          1843     2          0      0 0                   0 S [csf_kcpu_worker]
system        1859     1   10881392   3772 0                   0 S storageproxyd
system        1863     1   10921144   1948 0                   0 S android.hardware.biometrics.fingerprint-service.goodix
root          1871     2          0      0 0                   0 S [irq/551-gf]
nobody        2110     1   10905572   4212 0                   0 S android.hardware.input.processor-service
u0_a254       2118   837   18841156 374596 0                   0 S com.android.systemui
u0_a329       2168   837   21329908 501972 0                   0 S org.mozilla.firefox:tab31
webview_zygote 2200  837   33952904  54076 0                   0 S webview_zygote
u0_a258       2212   837   17763936  68432 0                   0 S com.google.android.flipendo
network_stack 2256   837   17096128 101776 0                   0 S com.android.networkstack.process
u0_a257       2266   837   17141048  80144 0                   0 S com.google.android.pixelsystemservice
system        2274   837   16790484  62788 0                   0 S com.google.pixel.camera.services
root          2280     2          0      0 0                   0 S [csf_kcpu_worker]
u0_a231       2286   837   16756500  73680 0                   0 S com.google.android.grilservice
radio         2295   837   16755600  61912 0                   0 S com.samsung.slsi.telephony.oem.oemrilhookservice
secure_element 2299  837   16738004  64280 0                   0 S com.android.se
u0_a248       2302   837   17060668  83560 0                   0 S com.shannon.rcsservice
nfc           2318   837   16922216  78084 0                   0 S com.google.android.nfc
u0_a240       2323   837   17503636  92608 0                   0 S com.shannon.imsservice
u0_a154       2331   837   16703260  61756 0                   0 S com.google.android.apps.cbrsnetworkmonitor
u0_a237       2338   837   16884180  88700 0                   0 S com.android.pixeldisplayservice
u0_a224       2356   837   16842820  66412 0                   0 S com.samsung.slsi.telephony.oemril
radio         2371   837   17860932 118824 0                   0 S com.android.phone
u0_a236       2391   837   16719964  65056 0                   0 S com.google.android.rilextension
u0_a329       2403   837   21864200 304088 0                   0 S org.mozilla.firefox:gpu
radio         2418   837   16826748  66264 0                   0 S com.android.telephony.imsmedia
u0_a251       2441   837   18096448 203156 0                   0 S com.google.android.apps.nexuslauncher
u0_a264       2460   837   17028164  70716 0                   0 S com.google.android.ext.services
root          2555     2          0      0 0                   0 S [csf_kcpu_worker]
root          2649     2          0      0 0                   0 S [csf_kcpu_worker]
root          2664     2          0      0 0                   0 S [csf_kcpu_worker]
system        2700   837   17070964  81828 0                   0 S com.google.pixel.iwlan
u0_a181       2721   837   19186820 250760 0                   0 S com.google.android.gms.persistent
system        2785   837   17387616  95340 0                   0 S com.android.qns
u0_a329       2889   837   37191472 155488 0                   0 S org.mozilla.firefox:tab34
u0_a167       2890   837   17281620  71096 0                   0 S com.google.android.euicc
system        2907   837   16968848  95120 0                   0 S android:ui
u0_a270       2922   837   17446076 142360 0                   0 S com.google.android.permissioncontroller
root          2924     1   11149244  21608 0                   0 S twoshay
system        3030     1   10979948   2812 0                   0 S pixelstats-vendor
u0_a151       3112   837   17945580 113460 0                   0 S com.google.android.apps.scone
u0_a85        3158   837   17030476  80376 0                   0 S android.process.acore
root          3317     2          0      0 0                   0 I [kworker/2:2-mm_percpu_wq]
u0_a329       3376   837   20366400 159140 0                   0 S org.mozilla.firefox:tab28
root          3463     2          0      0 0                   0 I [kworker/u16:3-events_unbound]
u0_a329       3554   837   17556380  68844 0                   0 S org.mozilla.firefox:utility
root          3610     2          0      0 0                   0 S [csf_kcpu_worker]
u0_a188       3670   837   18504768 278528 0                   0 S com.google.android.inputmethod.latin
u0_a266       3684   837   17640024  87812 0                   0 S com.google.android.providers.media.module
u0_a183       3696   837   19066068 104688 0                   0 S com.google.android.googlequicksearchbox:interactor
u0_a142       3711   837   19013776 177324 0                   0 S com.google.android.as
u0_a173       3729   837   17170712  82200 0                   0 S com.google.android.apps.messaging:rcs
system        3750   837   16737908  63644 0                   0 S com.google.SSRestartDetector
u0_a233       3753   837   16869388  75536 0                   0 S com.google.android.connectivitythermalpowermanager
root          3839     2          0      0 0                   0 I [kworker/5:6H-fsverity_read_queue]
root          3841     2          0      0 0                   0 I [kworker/4:3H-fsverity_read_queue]
root          3842     2          0      0 0                   0 I [kworker/5:7H-fsverity_read_queue]
u0_a205       3874   837   26592692  80456 0                   0 S com.google.android.youtube
u0_a82        3949   837   16968644  66880 0                   0 S android.process.media
root          4104     2          0      0 0                   0 I [kworker/6:2-sock_diag_events]
root          4132     2          0      0 0                   0 I [kworker/u17:2-f2fs_post_read_wq]
root          4155     2          0      0 0                   0 I [kworker/4:5H-fsverity_read_queue]
root          4156     2          0      0 0                   0 I [kworker/4:6H-fsverity_read_queue]
root          4157     2          0      0 0                   0 I [kworker/4:7H-fsverity_read_queue]
root          4158     2          0      0 0                   0 I [kworker/4:8H-fsverity_read_queue]
root          4197     2          0      0 0                   0 I [kworker/3:1H-fsverity_read_queue]
u0_a318       4207     1   11014652   4780 0                   0 S adb
u0_a318       4254 18814   10835152   2252 0                   0 S bash
root          4440     2          0      0 0                   0 I [kworker/0:5H-kblockd]
root          4448     2          0      0 0                   0 I [kworker/3:1-events]
root          4454     2          0      0 0                   0 I [kworker/1:3H-fsverity_read_queue]
root          4456     2          0      0 0                   0 I [kworker/3:2H-fsverity_read_queue]
root          4462     2          0      0 0                   0 I [kworker/1:5H-fsverity_read_queue]
root          4481     2          0      0 0                   0 I [kworker/4:1-events]
u0_a142       4608   837   17921008 106852 0                   0 S com.google.android.as:nonpersistent
u0_a179       4770   837   16806580  73164 0                   0 S com.google.android.setupwizard
root          4816     2          0      0 0                   0 I [kworker/1:6H-kblockd]
u0_a181       4870   837   18123792  89888 0                   0 S com.google.android.gms.ui
u0_a284       4981   837   17227252  62944 0                   0 S com.google.android.adservices.api
root          5314     2          0      0 0                   0 I [kworker/5:11H-kverityd]
root          5593     2          0      0 0                   0 I [kworker/5:7-mm_percpu_wq]
root          5594     2          0      0 0                   0 I [kworker/5:8-kdmflush/254:56]
root          5657     2          0      0 0                   0 I [kworker/6:4H-kverityd]
u0_a169       5667   837   18799632 118628 0                   0 S com.google.android.GoogleCamera
u0_a124       5687   837   17847176  90996 0                   0 S com.google.android.apps.turbo
root          5722     2          0      0 0                   0 S [csf_kcpu_worker]
u0_a244       5788   837   16929036  63296 0                   0 S com.google.android.turboadapter
root          5821     2          0      0 0                   0 I [kworker/7:5H-kverityd]
root          5933     2          0      0 0                   0 I [kworker/3:3H-kblockd]
root          5971     2          0      0 0                   0 S [csf_kcpu_worker]
root          6090     2          0      0 0                   0 I [kworker/1:7H-fsverity_read_queue]
root          6093     2          0      0 0                   0 I [kworker/1:9H-kblockd]
u0_a181       6143   837   18103644  87068 0                   0 S com.google.android.gms.unstable
root          6238     2          0      0 0                   0 S [csf_kcpu_worker]
u0_a212       6284   837   17634416 123328 0                   0 S com.google.android.tts
system        6369     1   10885504   4128 0                   0 S android.hardware.thermal-service.pixel
root          6460     2          0      0 0                   0 I [kworker/2:1H-kverityd]
root          6462     2          0      0 0                   0 I [kworker/3:5H-fsverity_read_queue]
root          6463     2          0      0 0                   0 I [kworker/2:4H-kverityd]
root          6486     2          0      0 0                   0 I [kworker/6:0-events]
u0_a173       6488   837   17521556 150064 0                   0 S com.google.android.apps.messaging
root          6551     2          0      0 0                   0 I [kworker/u16:1-events_unbound]
root          6557     2          0      0 0                   0 I [kworker/4:2H-fsverity_read_queue]
u0_a149       6586   837   17747148  62256 0                   0 S com.google.android.apps.camera.services
root          6627     2          0      0 0                   0 I [kworker/6:5H-events_highpri]
root          6675     2          0      0 0                   0 I [kworker/0:3-events]
root          6676     2          0      0 0                   0 I [kworker/0:4-events]
u0_a219       6984   837   38121776 134612 0                   0 S com.google.android.apps.maps
root          7044     2          0      0 0                   0 S [csf_kcpu_worker]
u0_a137       7306   837   17780140  84432 0                   0 S com.google.android.apps.privacy.wildlife
u0_a141       7447   837   17845912 103544 0                   0 S com.google.android.apps.tips
root          7558     2          0      0 0                   0 I [kworker/3:0-kdmflush/254:56]
root          7617     2          0      0 0                   0 I [kworker/3:2]
root          7743     2          0      0 0                   0 I [kworker/4:0-sock_diag_events]
root          7937     2          0      0 0                   0 I [kworker/1:0-kdmflush/254:56]
root          7964     2          0      0 0                   0 I [kworker/5:0H-kverityd]
root          7967     2          0      0 0                   0 I [kworker/5:2H-kverityd]
root          7968     2          0      0 0                   0 I [kworker/5:3H-kblockd]
root          7969     2          0      0 0                   0 I [kworker/5:4H-kblockd]
root          7970     2          0      0 0                   0 I [kworker/5:8H]
root          7973     2          0      0 0                   0 I [kworker/4:4H-kverityd]
u0_a153       7975   837   17564140 105556 0                   0 S com.google.android.apps.weather
root          8040     2          0      0 0                   0 S [dhd_logtrace_thread]
root          8042     2          0      0 0                   0 I [kworker/5:0-events]
root          8044     2          0      0 0                   0 I [dhd_eventd]
wifi          8047     1   11022004  11292 0                   0 S wpa_supplicant
u0_a288       8163   837   35618968  98232 0                   0 S cellmapper.net.cellmapper
shell         8198     1   11198456  10704 0                   0 S adbd
root          8492     2          0      0 0                   0 I [kworker/2:1-events]
u0_a261       8577   837   16946332  73292 0                   0 S com.google.android.cellbroadcastreceiver
root          8660     2          0      0 0                   0 S [csf_kcpu_worker]
root          8850     2          0      0 0                   0 I [kworker/3:4H-fsverity_read_queue]
root          8851     2          0      0 0                   0 I [kworker/3:7H-kblockd]
root          8852     2          0      0 0                   0 I [kworker/3:8H-events_highpri]
root          8916     2          0      0 0                   0 I [kworker/u16:0-gpu-dvfs-control]
u0_a318       8948 18856   10775920   4472 0                   0 S bash
u0_a176       9004   837   17847548  80212 0                   0 S com.google.android.settings.intelligence
root          9032     2          0      0 0                   0 I [kworker/7:0-events]
u0_a318       9110  8948   11031876   8396 0                   0 S adb
shell         9112  8198   10810632   4820 0                   0 R ps
u0_a323       9146   837   18595492  82736 0                   0 S com.openai.chatgpt
u0_a211       9187   837   34576172  86708 0                   0 S com.android.chrome
u0_a289       9559   837   21709676  74216 0                   0 S dev.imranr.obtainium.fdroid
u0_a125       9646   837   17006052  65428 0                   0 S com.android.sdm.plugins.connmo
u0_a240       9659   837   16981732  70208 0                   0 S .ShannonImsService
u0_a144       9685   837   16757712  69732 0                   0 S com.google.android.carrier
u0_a152       9688   837   17097092  70752 0                   0 S com.google.android.apps.work.oobconfig
u0_a245       9722   837   17010720  65600 0                   0 S com.google.android.carriersetup
u0_a165       9741   837   16988552  64056 0                   0 S com.google.omadm.trigger
u0_a131       9756   837   17812608  91244 0                   0 S com.google.android.dialer
u0_a129       9794   837   17175276  65280 0                   0 S com.google.android.projection.gearhead:provider
u0_a100       9843   837   16970936  65028 0                   0 S com.android.carrierdefaultapp
u0_a248       9872   837   16831020  71976 0                   0 S com.shannon.rcsservice:shannonrcsservice
u0_a170       9899   837   16975180  64988 0                   0 S com.android.imsserviceentitlement
radio         9933   837   16806568  67112 0                   0 S com.google.RilConfigService
u0_a119       9976   837   17079656  68432 0                   0 S com.google.android.wfcactivation
u0_a247      10038   837   18024344  74616 0                   0 S com.verizon.mips.services
u0_a247      10095   837   17651348  67552 0                   0 S com.verizon.mips.services:remote
u0_a157      10287   837   17024488  64884 0                   0 S com.google.android.apps.carrier.log
root         10433     2          0      0 0                   0 S [csf_kcpu_worker]
root         10800     2          0      0 0                   0 S [csf_kcpu_worker]
root         11149     2          0      0 0                   0 S [csf_kcpu_worker]
root         11562   834   10783876   2036 0                   0 S iptables-restore
root         11563   834   10845316   2096 0                   0 S ip6tables-restore
u0_a168      11666   837   17196760  64332 0                   0 S com.google.android.odad
root         11926     2          0      0 0                   0 S [csf_kcpu_worker]
u0_a306      12995   837   18005616  91436 0                   0 S com.deepseek.chat
system       13136   837   16984364  60756 0                   0 S com.android.DeviceAsWebcam
u0_a135      13338   837   17123376  64536 0                   0 S com.google.android.apps.nbu.files
root         13772     2          0      0 0                   0 S [csf_kcpu_worker]
u0_a209      14440   837   17638180  84288 0                   0 S com.google.android.contacts
root         14979     2          0      0 0                   0 I [kworker/u17:4-f2fs_post_read_wq]
u0_a295      15446   837   17205808  75992 0                   0 S com.google.android.safetycore
root         15502     2          0      0 0                   0 S [csf_kcpu_worker]
u0_a196      15512   837   17830012  72292 0                   0 S com.google.android.apps.tachyon
u0_a155      15523   837   17191008  70912 0                   0 S com.google.android.aicore
u0_a148      15574   837   17041168  80488 0                   0 S com.google.android.as.oss
system       16143   837   16862120  77744 0                   0 S com.android.server.telecom:ui
u0_a171      16269   837   17189064  68200 0                   0 S com.google.android.apps.safetyhub
u0_a85       16354   837   16736372  64784 0                   0 S com.android.calllogbackup
root         17769     2          0      0 0                   0 I [kworker/u17:5-ipa_ctrl_wq]
u0_a129      18030   837   17207056  69196 0                   0 S com.google.android.projection.gearhead:car
u0_a329      18154   837   17434956  72604 0                   0 S org.mozilla.firefox:media
u0_a90       18688   837   16946516  72804 0                   0 S com.android.providers.calendar
u0_a124      18734   837   17088264  71016 0                   0 S com.google.android.apps.turbo:aab
u0_a318      18814   837   17289084 140300 0                   0 S com.termux
root         18831     2          0      0 0                   0 S [csf_kcpu_worker]
u0_a318      18856 18814   10841296   3120 0                   0 S bash
u0_a305      19055   837   17539320  72788 0                   0 S ai.perplexity.app.android
u0_a192      19056   837   18087512  73036 0                   0 S com.google.android.apps.photos
u0_a177      19219   837   16834436  69720 0                   0 S com.google.android.partnersetup
u0_a220      19246   837   17178336  75196 0                   0 S com.google.android.apps.work.clouddpc
u0_a310      19256   837   17741048  66004 0                   0 S com.microsoft.copilot
root         19366     2          0      0 0                   0 I [kworker/4:2-events]
u0_a192      19405   837   17884972  66628 0                   0 S com.google.android.apps.photos:mediametadataservice
u0_a327      19623   837   39908276 110052 0                   0 S io.ente.auth
root         19651     2          0      0 0                   0 S [csf_kcpu_worker]
u0_i9010     19676  2200   33472540  65316 0                   0 S com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
root         19842     2          0      0 0                   0 S [csf_kcpu_worker]
u0_a326      19851   837   19098896  67084 0                   0 S ch.protonmail.android
root         20183     1   10863248   1668 0                   0 S gsid
u0_a334      21040   837   19266568  72140 0                   0 S ch.protonvpn.android
u0_a123      21140   837   17109880  80748 0                   0 S com.google.android.apps.carrier.carrierwifi
u0_a334      21169 21040   10799360   2408 0                   0 S logcat
u0_a193      21238   837   18876236  69872 0                   0 S com.google.android.apps.docs
u0_a254      21347   837   17409936 135304 0                   0 S com.android.systemui:screenshot
u0_a211      22012   837   34204532  79620 0                   0 S com.android.chrome:privileged_process0
u0_a211      22026   837   33109328  59476 0                   0 S com.android.chrome_zygote
u0_i0        22047 22026  337888212  68816 0                   0 S com.android.chrome:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0
mdnsr        22059     1   10804352   2372 0                   0 S mdnsd
root         22100     2          0      0 0                   0 S [csf_kcpu_worker]
root         22111     2          0      0 0                   0 S [csf_kcpu_worker]
u0_a185      22433   837   16914200  69396 0                   0 S com.google.ar.core
root         22631     2          0      0 0                   0 I [kworker/1:1-pm]
u0_a159      22745   837   17329184  79692 0                   0 S com.google.android.apps.wellbeing
root         23810     2          0      0 0                   0 I [kworker/7:4H-kverityd]
root         23818     2          0      0 0                   0 I [kworker/3:4-pm]
u0_a183      23970   837   18474648  84848 0                   0 S com.google.android.googlequicksearchbox:googleapp
root         24025     2          0      0 0                   0 I [kworker/7:3-events]
system       25983   837   18197940 278848 0                   0 S com.android.settings
root         26200     2          0      0 0                   0 I [kworker/3:6H-fsverity_read_queue]
root         26260     2          0      0 0                   0 I [kworker/u16:9-gpu-dvfs-control]
root         26427     2          0      0 0                   0 I [kworker/1:4H-fsverity_read_queue]
root         26441     2          0      0 0                   0 I [kworker/u17:3-f2fs_post_read_wq]
root         26877     2          0      0 0                   0 S [erofs_worker/1]
root         26878     2          0      0 0                   0 S [erofs_worker/2]
root         26879     2          0      0 0                   0 S [erofs_worker/3]
root         26880     2          0      0 0                   0 S [erofs_worker/4]
root         26882     2          0      0 0                   0 S [erofs_worker/5]
root         26883     2          0      0 0                   0 S [erofs_worker/6]
root         26884     2          0      0 0                   0 S [erofs_worker/7]
root         26885     2          0      0 0                   0 S [irq/191-155d0000.serial]
root         27012     2          0      0 0                   0 S [irq/441-dwc3]
u0_a239      27734   837   17152548  76280 0                   0 S com.google.android.apps.pixel.dcservice
u0_a283      27791   837   16961524  67928 0                   0 S com.google.android.rkpdapp
root         28214     2          0      0 0                   0 I [kworker/2:0H-kverityd]
root         28222     2          0      0 0                   0 I [kworker/2:0-events]
root         28826     2          0      0 0                   0 I [kworker/4:0H-fsverity_read_queue]
root         28827     2          0      0 0                   0 I [kworker/4:1H-fsverity_read_queue]
root         28898     2          0      0 0                   0 I [kworker/1:0H-fsverity_read_queue]
root         29083     2          0      0 0                   0 I [kworker/3:0H-fsverity_read_queue]
u0_a202      29565   837   19568920  76380 0                   0 S com.google.android.gm
root         29606     2          0      0 0                   0 I [kworker/u17:0-ipa_ctrl_wq]
root         29708     2          0      0 0                   0 I [kworker/0:4H-kblockd]
u0_a181      29713   837   18437700 175468 0                   0 S com.google.android.gms
root         30248     2          0      0 0                   0 I [kworker/1:3-events]
root         31003     2          0      0 0                   0 I [kworker/1:1H-fsverity_read_queue]
root         31856     2          0      0 0                   0 I [kworker/0:1-pm]
u0_a298      32042   837   19076792  78136 0                   0 S com.grindrapp.android
